chr14	14878506	14878715	chr14	14877961	14877972
chr14	25869284	25869498	chr14	25869725	25869736
chr14	30106672	30106955	chr14	30107300	30107311
chr14	32069646	32069812	chr14	32069760	32069771
chr14	46682910	46683241	chr14	46682733	46682744
chr14	47223057	47223339	chr14	47223139	47223150
chr14	48131516	48131810	chr14	48132232	48132243
chr14	69040143	69040433	chr14	69039680	69039691
chr14	75909339	75909551	chr14	75909516	75909527
chr14	76912796	76912990	chr14	76912905	76912916
chr14	118674836	118675009	chr14	118673978	118673989
chr14	119273162	119273328	chr14	119273351	119273362
chr14	119451749	119452032	chr14	119451794	119451805
chr15	11812015	11812215	chr15	11812115	11812126
chr15	25450235	25450416	chr15	25451091	25451102
chr15	51814557	51814796	chr15	51814704	51814715
chr16	4181392	4181569	chr16	4181080	4181091
chr16	4414274	4414639	chr16	4413637	4413648
chr16	4436750	4437260	chr16	4436933	4436944
chr16	18148326	18148812	chr16	18148708	18148719
chr16	30174075	30174262	chr16	30174007	30174018
chr16	35561534	35561887	chr16	35561885	35561896
chr16	36665830	36666090	chr16	36665303	36665314
chr16	70479991	70480380	chr16	70479946	70479957
chr17	6055993	6056190	chr17	6055871	6055882
chr17	7964326	7964630	chr17	7963939	7963950
chr17	8868872	8869074	chr17	8868185	8868196
chr17	10049462	10049860	chr17	10049295	10049306
chr17	14886974	14887246	chr17	14887157	14887168
chr17	26602082	26602280	chr17	26602680	26602691
chr17	27555772	27555975	chr17	27555009	27555020
chr17	27755481	27755729	chr17	27756413	27756424
chr17	31580789	31581068	chr17	31580698	31580709
chr17	45629614	45630183	chr17	45629718	45629729
chr17	57311846	57312044	chr17	57311927	57311938
chr17	63012062	63012645	chr17	63012132	63012143
chr17	66878184	66878395	chr17	66878285	66878296
chr17	67517419	67517671	chr17	67516942	67516953
chr17	87766107	87766306	chr17	87766351	87766362
chr18	4182756	4183077	chr18	4182841	4182852
chr18	4793336	4793606	chr18	4792390	4792401
chr18	5059036	5059473	chr18	5058222	5058233
chr18	5134056	5134303	chr18	5134224	5134235
chr18	11048453	11048639	chr18	11048060	11048071
chr18	21152271	21152480	chr18	21151396	21151407
chr18	24304285	24304485	chr18	24304868	24304879
chr18	74626249	74626507	chr18	74625645	74625656
chr18	81210827	81211122	chr18	81211770	81211781
chr18	84730741	84730917	chr18	84731855	84731866
chr19	3271352	3271670	chr19	3271018	3271029
chr19	3271352	3271670	chr19	3271647	3271658
chr19	10272904	10273238	chr19	10273761	10273772
chr19	20062477	20062663	chr19	20062158	20062169
chr19	21335667	21336125	chr19	21336449	21336460
chrX	94493073	94493251	chrX	94492546	94492557
chrX	159628078	159628278	chrX	159629265	159629276
